Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bahrain,BHR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,40.39822513,48.03824255,54.63100815,52.61514189,52.39495801,51.43875289,42.49219048,42.77223461,43.63171174,45.3659241,47.55559915,46.66035317,45.01200513,43.65002525,46.85009131,47.36107049,47.4542401,47.89637843,44.51613436,45.69867597,59.40429226,57.40603409,59.36607676,64.47309138,71.55938341,81.3880417,88.58472778,96.05741004,106.974423,93.07422935,100,109.7367535,113.0450597,113.479311,111.5832045,101.2560038,101.5063884,107.1092217,111.7496611,111.8701929,105.9002567
"Bahamas, The",BHS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.708804817,8.809879315,8.905874627,9.025548581,9.161410259,9.345712888,9.698169492,10.15525126,10.6796157,11.63281122,12.34768768,12.91352684,13.78992385,14.55540576,16.48147996,18.23780881,18.67363139,18.99644302,19.42346098,21.08496259,23.19490646,27.29769752,28.30634951,29.99821068,30.94958458,33.56814448,35.13254993,37.44650181,38.00232422,38.69137147,40.65445986,41.69380723,43.32218601,42.95308816,43.89091168,44.24310784,44.67856779,73.34978165,82.88417452,83.06976292,83.83559795,84.13236097,87.46464448,88.47440552,89.53134733,94.05880947,94.83755725,97.63272587,99.08595419,98.05943317,97.6747516,96.83590557,99.99981344,101.5313976,105.391939,110.7039447,111.5519097,113.128227,114.3404259,116.43142,102.5039626
Bosnia and Herzegovina,BIH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.35641606,51.54624334,42.75412258,48.31706762,47.55272768,51.52610477,62.77747016,65.74440742,69.03679932,70.01081319,71.52442685,75.95108496,81.87536625,86.94964902,93.32771125,93.50080293,94.8156988,97.12211721,97.89498905,97.67558496,98.65267014,99.9999965,101.4069593,103.1271861,105.9606773,108.7487197,108.9804026
Belarus,BLR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07E-06,2.25E-06,2.55E-05,0.000295224,0.006039537,0.045991319,0.070695246,0.121348089,0.214276998,0.893092459,2.54791027,4.574379812,6.62798994,8.661809962,10.62588598,12.64184613,14.00066958,15.8029341,19.15529524,20.92881925,23.29178229,39.83798997,69.82698075,84.67030847,100,116.0224938,125.700994,136.540376,153.1153262,166.324176,183.1241863
Belize,BLZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,23.172561,23.58109947,23.90108664,24.1251974,24.64055287,26.02303925,27.5255923,28.38506342,28.86175029,28.92407211,31.0556728,32.62830215,32.22526589,36.9547332,44.97783599,52.56887642,53.17735299,54.36985271,58.36559213,60.45825204,69.49602535,68.07524693,63.32359852,68.22532325,74.66516604,73.31743253,76.39849588,83.71864608,86.83828375,88.61446186,88.76764628,85.94468065,89.43062104,90.90764223,94.17665959,99.87648702,101.8399226,100.3344492,101.8226692,99.52630991,100,99.69366049,101.4196091,98.61462367,100.5950049,103.4831553,108.3928544,113.2751994,116.3192546,113.1440773,114.8369669,119.5171121,121.6517559,124.5543356,126.3850719,127.1519509,132.1885408,134.8568499,135.0937658,137.3696328,131.8517967
Bermuda,BMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.558559072,4.601365607,4.646299991,4.705345238,4.727039375,4.796107234,4.921219016,5.092493954,5.549882135,5.898473736,6.268279691,6.866662932,7.520765502,8.484341745,9.755631077,10.3757992,10.66462505,11.65313993,12.22632412,13.01068724,14.29277169,16.82393455,18.87790008,20.95397469,23.11151169,24.87124257,26.32251357,28.03035884,29.40188821,31.05918831,32.9331669,35.05096422,36.03725668,37.9098623,38.65273182,40.26782211,52.09234631,54.18849185,55.67409704,57.18406274,54.76154218,54.01174948,58.64619647,60.30279876,63.13229207,67.40153424,80.59818969,85.8974359,90.28586211,91.22807018,93.26813235,92.1943774,98.36974459,100,103.0118909,106.0528226,110.6907287,110.5857565,112.3417952,115.8487846,113.095002
Bolivia,BOL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.35E-05,7.83E-05,8.11E-05,8.17E-05,8.86E-05,9.38E-05,9.69E-05,0.000102947,0.00010767,0.000111675,0.000116097,0.000119045,0.000141637,0.000202462,0.000327069,0.000348967,0.000378975,0.000426501,0.000486653,0.000582997,0.000727333,0.000940974,0.002435286,0.00890381,0.137427064,17.09403352,56.41345466,64.29605022,75.98811448,86.00823243,100,117.6894369,133.22351,141.9591879,153.248072,170.7601673,190.5345464,201.4046233,215.6059255,220.8053948,232.2771357,236.6209337,243.2954387,258.6960184,279.3081668,295.901294,336.3322981,361.1312736,398.620971,388.9747584,423.1170528,484.9021042,519.3314886,550.4674291,561.7492456,535.7930471,528.533745,560.5702892,577.7028078,573.6993076,562.7481961
Brazil,BRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.69E-13,3.62E-13,5.44E-13,9.71E-13,1.84E-12,2.93E-12,4.04E-12,5.11E-12,6.47E-12,7.77E-12,9.03E-12,1.08E-11,1.29E-11,1.67E-11,2.25E-11,3.02E-11,4.26E-11,6.20E-11,8.57E-11,1.32E-10,2.54E-10,5.10E-10,1.02E-09,2.37E-09,7.15E-09,2.49E-08,6.21E-08,1.90E-07,1.39E-06,1.95E-05,0.000551867,0.002851377,0.030481589,0.638939938,14.95227353,29.00412759,34.35720008,37.01267612,38.83531413,41.9462173,44.29774957,47.94128126,52.6386218,60.05594133,64.71151439,69.52037247,74.22987307,79.00956287,85.945459,92.23106532,100,108.3185922,116.9224755,125.6969981,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,178.0734404,186.6305787
Barbados,BRB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,11.72400994,15.16626466,15.62443487,17.14786973,18.29977894,20.5649866,29.7530323,33.38298823,36.6697995,38.74688279,40.75522792,42.1875,44.07475577,47.30886006,48.61333333,51.93050193,53.86663117,56.28808864,57.48274343,60.46918257,61.80545636,62.43349202,64.01831403,64.60529699,70.22806148,73.34156887,72.37137788,74.00363416,74.67548077,75.50876367,79.90952326,85.23767016,88.87366979,96.37113402,97.97297297,96.32226057,100,103.5115013,102.92476,105.9103261,106.4845256,104.3487883,104.30839,106.9962386,109.9664901,112.7232195,118.0021368
Brunei Darussalam,BRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,27.11505936,28.61152968,30.22153673,32.75443377,32.04319439,36.10367265,67.1939775,73.25594603,69.71149859,61.75042084,60.96361453,59.46089737,40.49004816,44.83461442,41.3962151,44.99687857,48.78109976,47.39704297,48.21553082,46.79245448,42.69173853,43.91827112,45.88965507,49.82921468,44.02482195,49.12904945,63.38419156,59.83981219,60.06373846,63.73039609,73.85471175,87.71452266,96.52783359,97.60937747,109.9986722,85.69840738,100,120.1805054,121.6451485,118.2131481,116.0303929,95.59418819,86.8302453,91.13154673,99.53173692,96.21158912,85.75939341
Bhutan,BTN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,21.2560359,21.99203789,23.59463051,25.28361897,27.85336737,29.66623574,31.79788468,32.1480343,36.95894643,39.03157287,41.45361978,45.16010581,49.18987271,53.3776283,59.96509757,64.93283578,70.20059832,79.26130169,87.73930231,93.15304439,99.99997589,105.3587506,110.3687906,113.7528613,117.9673421,124.9306894,131.7017591,135.5914931,143.063222,149.8677181,158.6414407,172.1423019,187.9448442,198.9769118,212.7480262,220.3156185,229.9729582,241.7128963,245.9654255,248.1767873,265.1841129
Botswana,BWA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.066780074,1.08741103,1.102207816,1.115178892,1.143588062,1.187573611,1.256319184,1.351567664,1.38084464,1.402722124,1.486585176,1.555922185,1.72357937,1.894327696,2.136743374,2.488606929,2.770205989,2.906981677,3.269389599,3.983959217,4.389935917,4.386058601,4.548141816,4.945898895,5.708901978,7.015878555,8.002398769,9.018228857,11.06510163,12.57535271,13.36760223,14.05973791,14.99320338,16.95202048,18.55632661,19.8840865,23.08784936,24.24007353,26.65614733,30.45070547,34.76586486,37.6558904,38.10300541,39.34481449,43.31029517,50.01113695,53.74853474,56.39705136,59.06428981,62.88133477,68.49035103,78.05028711,78.20154384,80.00733051,86.24724105,89.53856189,100,97.35258239,97.02947745,97.46189013,102.9699449
Central African Republic,CAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.298689766,7.636985389,8.010338273,8.384779589,9.017157238,9.471544298,9.895434838,9.818802886,11.40673907,10.96727303,11.45980007,12.02571574,12.5842185,12.86100716,13.55305791,16.17235119,20.37661699,22.69394018,24.78822633,27.49674509,32.51912984,37.03042614,44.77505614,49.7463775,50.45247811,67.67956523,65.35880774,63.85336487,65.52891288,67.13843719,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,113.482889,118.2620045,123.0032643,130.6061406,133.8549511,149.7753957,153.8317074,158.4160678,168.6239339,166.5597794,170.5261479,178.1
Canada,CAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.04040905,12.33472807,12.49591469,12.76388106,13.12558172,13.62239382,14.29688674,14.92724815,15.53310348,16.28306697,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95050924,76.62526395,78.97868261,82.60683034,84.29533539,85.00635282,86.07392408,88.17789232,89.37992216,90.33244694,89.10638751,92.65615307,90.51438258,93.09399402,96.10536039,97.27007812,98.96009514,100.8844719,100,100.75403,103.3383677,105.0097773,106.5588794,107.3577305
Central Europe and the Baltics,CEB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,56.4346905,59.62951903,64.01112054,65.52618942,67.98973693,69.53360087,71.64366318,73.21515432,75.25803163,77.86080092,81.44521734,85.85067452,87.67468803,89.71051531,90.77303518,91.44272006,91.70002231,91.26066864,91.0807894,91.11706899,92.35338877,93.25385215,93.01204008,94.11380415,94.40310152,95.28521304,97.34090959,99.65716579,101.1189369,101.5413376,101.8810229,101.8475418,101.8437072,101.819969,101.2188686,100,99.40328011,99.03070023,99.77185412,99.66635081,99.16516036
Channel Islands,CHI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49719785,75.33157075,78.26371473,80.84769735,84.39103005,88.0651754,91.40951326,93.69905617,96.77138413,100,,,,,,,,,,,,,
Chile,CHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.84E-05,3.02E-05,3.41E-05,4.91E-05,7.26E-05,0.000100852,0.000129677,0.000162284,0.000216599,0.000303586,0.000426768,0.000502185,0.000942074,0.004849895,0.037761692,0.168870744,0.586502463,1.183407263,1.849483787,2.736823294,3.533722193,3.942533302,4.244387342,5.558605538,6.433392868,9.114953619,11.0705575,13.93212158,16.9578832,19.290615,23.62539696,28.67910144,32.54056378,36.49893453,41.77813492,46.6581211,48.23113515,49.70779491,50.22601732,51.37089051,53.56537234,55.63347846,57.52060665,60.15439329,64.87620159,69.83461744,78.32804834,82.50921429,82.46512215,86.30367979,94.03846909,96.9657991,98.06166867,100,105.9063491,111.1524604,116.1208856,121.6741351,124.5463545,126.9748556,137.5881374
China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.85558139,17.12165084,17.10196695,16.65361996,16.59332745,16.73765303,16.47619903,16.61023246,16.83672556,16.19818791,15.77467488,15.87972434,15.89150481,15.92463304,15.96886142,15.78822563,15.77144492,15.94394853,16.21103239,16.79463844,17.42473583,17.83558869,17.81055554,18.0165872,18.90735659,20.83768407,21.81059987,22.9191272,25.69409754,27.90442332,29.49810749,31.47876882,34.05698167,39.22882877,47.316632,53.78277928,57.28227986,58.20828729,57.68426623,56.95567995,58.13055751,59.32051877,59.67768707,61.23120332,65.4879921,68.04447583,70.71627579,76.19656546,82.13635141,81.96424835,87.60451995,94.67918456,96.88636235,98.98237288,100.0029442,100,101.407346,105.6995965,109.3988156,110.8072729,111.5000336
Cote d'Ivoire,CIV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.12414369,4.247458204,4.37508667,4.506948157,4.637928091,4.780723766,4.782712701,4.841432544,5.121935461,5.216891937,5.372921262,5.322357029,5.456034222,6.177756736,7.826857704,8.164504718,9.652320229,12.42748699,12.97843534,13.82740634,17.16585068,17.67687654,19.1442902,20.87623238,24.61514387,24.69973555,24.2007009,23.21447229,23.12604232,22.89191276,21.85644893,22.00146412,21.9962196,23.34990969,34.18101502,37.95589449,59.31890522,61.64508078,64.96612407,64.46204416,65.49409263,69.99744601,73.20482512,75.60456765,73.71191501,74.60761425,75.6219333,77.95755411,82.14616164,83.13830597,84.39886387,89.2174655,88.85693919,91.41311379,95.44199354,100,97.90963855,96.11044943,96.72060077,96.91451796,97.85899373
